id,Reviews
5713,机器外观漂亮，速度非常快，适合吃鸡游戏！散热好！不错就是不错！
5714,买了不到一个月就翻船了？
5715,发货快。。跟着语音提示装系统很容易。。自带永久office ，客服教了激活方式，也很容易。
5716,给闺女买的，蛮喜欢，刚开始用还不错，客服态度也很好，有问必答！儿子的电脑也是**买的，到现在都没有什么问题，我们家的都是**忠实粉丝，东西有保障，物流也快，**值得信赖！后期还会追评
5717,电脑快不快，只有自己用了才知道，@系统开机10秒内，外观很酷，屏幕清晰，玩游戏吃鸡无压力
5718,电脑买了没多久就开始卡的不行了，不推荐买
5719,绝对好评，第一次用win10系统，自己捣鼓了会儿就好了，上手确实挺容易的，虽然不是高配，但是办公用绝对够了，运行速度杠杠滴，开机基本就是四五秒，确实很不错
5720,电脑不错，外观很好，跑分16万左右，还可以，********.质量一直不错，希望这款也可以
5721,****正品无疑，发货也快，全国都有仓库，直接就近发货，24小时不到电话就来了，快递小哥哥也很礼貌，很负责任，机子没得说，用着就是流畅，散热是现在游戏本的通病吧，上万的机子都有这问题也不算多大的缺点，鲁大师跑分3w2，目前用起来很不错，游戏还没试过
5722,有一个USB插口用不了其他的海星吧
5723,送货快捷，**送货员服务好，无论夏天天气炎热或冬天寒冷或刮风下雨，都能准时送到。大米，好吃。糖果，好吃。书本，正版。家电，耐用。奶粉，真品。牛奶，好喝。空调，凉快。电视，清晰。家具，美观。自行车，省力。工具，好用。电脑，速度快。TF卡，高速。灯具，很亮。衣服，合身。厨房用品，使用方便。复印纸，质量好。
5724,拿到一个月多了，用着还行，运行很流畅，用来办公很合适。
5725,刚买几天就降价   我服了
5726,运行几天才来评价，一个字，好！作为电脑小白，用的很舒服，打绝地一点也不卡，很满意
5727,今天拿到了，开机有惊喜呀，我妹真的很喜欢，认准****，你值得拥有
5728,老公同事买了一个，说用着不错，正好妹妹要买电脑，就推荐买的这个，设置完试了一下，确实不错，画面也很清晰
5729,一个强大的电脑，两个硬盘，速度真快，样子也很漂亮，键盘用着很舒服，性价比很好的笔记本
5730,包装很好 没有破损 很轻的电脑 颜值也高 很喜欢
5731,不想说什么，连个电脑包都没得
5732,用了快一个月才来评价。外观硬朗大气，面板是非金属的，分量上有些重，毕竟用料足，看上去很耐用。
5733,给弟弟买的，我没有看到实物，弟弟说还不错，用着也很流畅。。。
5734,句号下面有坏点，不给换
5735,电脑开机很快，很好看，看起来很了不起的样子，如果你没有卖三年或者五年的保修，后期会有客服给你打电话，让你买，牛批
5736,17寸大屏这个尺寸很不错，和15的电脑大小差不多，运行很流畅，大屏舒服，颜色很满意
5737,为什么刚买来过一会就卡死了
5738,第一次买电脑，听说**的电脑好用质量好，客服售后也很好，刚刚开机还有语音指导，**的电脑是真的不错打游戏也很流畅，下次买电脑还买**的
5739,原来的**用了10年了，打算换个新笔记本，本想买**，考虑美国打压中国经济，干脆买个国产名牌，家里的**笔记本很好用，索性买了**，运行速度快，屏幕分辨率高，散热好，外观设计新颖，轻薄型便于携带，这个笔记本用于处理文件已经很好啦，方便携带，支持国产，点赞?
5740,非常好，非常符合我胃口，开机，关机都很快，只不过设置时间长了一点，总体来说非常好。
5741,打扰了，我再也不上船了。已退货。
5742,非常满意，哈哈哈哈哈哈哈哈哈！这个笔记本本来只有8g的内存，然后我再额外购买了一根内存条。然后拿到实体店让服务员帮我，加装内存，但是他还要收钱，我就尴尬了。这个笔记本的配置都非常棒，我建议各位自己再买一张8g的内存条就非常完美，然后直接拆后盖就可以加内存，不需要找别人帮忙。
5743,外观挺好看的，是我喜欢的颜色，物流很快，虽然是618但是第二天就到了
5744,物流快电脑也超赞拿到手就马上激活#了自带win10office2016关注了很久就下手了**品质值得期待
5745,问客服都没人回
5746,一直信赖** 这次买电脑一直等到双十一**大促销 价格打折才出手，价格确实比之前少了几百大洋 很开心 机器是全金属外壳很质感 做工也比较精细 电竞屏加上专业的游戏机显卡 玩游戏看视频效果简直太棒了 用着确实很棒 买的也可很高兴了
5747,不错，女儿用起来觉得很好，学生用来学习足够了。也很轻便。
5748,很不错，轻便，配置高。一直用********，以前是黑色，现在买了银色，当然系列不一样
5749,送的音箱不给线 属实牛皮
5750,刚入手，跑一下分，蛮不错的，客服[小青和小婉]也很好，就是不肯陪我打吃鸡。。。过几天再来追评。
5751,开机速度快、重量轻、适合商务用、**服务真是杠杠的、物流速度真是快！
5752,开机速度很快，用起来跟想象中的一样！配置和外观都达到了自己期望的！第一次使用********，以后会持续关注的
5753,包装的很好，做工也很精细，没有出现像其他人说的音质渣的问题，对w10系统不熟很多都是打售后电话问的，很感谢，发热比较快可能一直在下东西的原因
5754,用了一个月就出故障了
5755,****店买的 ，抢购的 性价比真不错，配置高 1060 6G，玩游戏无压力，窄边框 颜值爆表！非常满意
5756,帮人买的，很喜欢，外观不错。**快递是真神速，凌晨买的，下午就到了。
5757,**小哥超给力，点赞。电脑?不错，帮同事买的，超满意。昨天下的单，今天就恢复原价了。
5758,我的第一台电脑，很不错！看这台电脑很久了，客服很热情，态度也特好，7秒开机，还有语音引导，很棒
5759,不到一个星期死机。呵呵
5760,流畅度满分 毕竟是新电脑嘛 各个地方都没什么问题 买了一个五年的保修 很喜欢！**是很值得信赖的！
5761,本本的外观是我喜欢的类型，综合配置也给力，开关机速度很快??
5762,外观很大气款式比较好看，游戏很稳定玩吃鸡啊，英雄联盟都没有压力。还是比较满意的购物，信赖这个牌子
5763,**物流是真好，笔记本电脑比期待的更好，本人第一次买也不是很懂，用一段时间再来追加评论。
5764,不怎么样才到手就有点卡
5765,开机非常快，屏幕显示清楚，配置高，最主要是正品，一直信息**，这本本值得入手
5766,外光很漂亮，开机速度超级快，只用10秒左右，游戏稳定很不错。就是价格有点高，其他都很好。值得信赖的品牌
5767,电脑不错~很稳定~性能棒棒哒~机器的二维码很方便~直接扫二维码就可以联系到**客服~很贴心的设计！赞
5768,什么鬼 买来第三天重启
5769,很不错，送货速度超快，18线小城市，第二天就到了，一如既往支持**。
5770,电脑超级好，外观也很好看，推荐购买。挺流畅，散热挺好，一整天用下来也不太热！
5771,小毛病太多了，不太建议购买
5772,电脑不错，终于换了老电脑，256?1t够用了，价格也很美丽，屏幕的下巴确实有点宽，包装就一个塑料袋，很**。
5773,帮同学买的，非常棒，配置高，**大品牌值得信耐。。我的一个笔记本用了五年了换个固态一样很6，推荐这款！
5774,新机都这么卡，我也是醉了。真的佩服。
5775,机子到手很轻，整体质量，做工非常好。机子运行情况待使用一段时间后再来评价。
5776,很好很好，用鲁大师检测出来是正品，快递速度也很快，第二天就到了。不过，有一点让我特别郁闷(╥﹏╥)，赠品（鼠标垫）买的当天就到了，电脑是第二天到了，有点喜剧的赶脚。不管怎么说，给个赞???。
5777,电脑很实用，携带方便，轻薄，手感不错，物流也很给力
5778,电脑很满意！快递也很快。又轻又薄，还帅气！开机速度也是杠杠的！十分！
5779,做工非常精细 载边框 做图 吃鸡 流畅 速度快 价格比实体店便宜
5780,什么意思老是蓝屏重启？！
5781,电脑屏幕清晰，键盘很好用，键盘灯效果很酷炫，屏幕后面还有会发光的**logo，电脑很好。
5782,产品配置很不错，I7，16G，156G+1T，2G独显，在这个配置这个价格买笔记本，价格很合适了。屏幕选的是14英寸，所以重量稍微重一点，不过相比同等其他14G的，这个重量很轻了。产品运行也非常不错。。**双十一的物流真是太厉害，11日零点下的订单，预期是12日到货，但是没想到11日傍晚就到货了。**物流厉害。
5783,跟同学买的，外观不错，开机速度贼快，性价比高，重要的是看着很漂亮，
5784,不为什么，****
5785,准确来说属于上网本，但是就配置来说很不错，不玩大型游戏，作为日常上网看剧来说完全足够，整体很满意，好评。
5786,还不错，外形有棱有角，很酷，适合男生用，并没有遇到评论里说的各种问题&hellip;&hellip;
5787,哈哈，太棒了，**物流没的说了，太快了当天就到了。打开包装很喜欢?运行也很棒。期待已久飞行堡垒6到了。哈哈。很喜欢
5788,表示什么都没送
5789,对比了相似价位几款电脑，最终还是选择了**，信赖**的品质吧。键盘和机身一个颜色真的非常加分，设计师的审美力还是很重要的。刚开始会听见风扇的声音，过一会儿就听不见了，但这一点真的要改进才行！开机关机都非常快速，充满电待机时间很长，这一点很重要，我基本上图书馆呆上一天不用充电哦！整体好评！
5790,窄边框，金属外壳，彩色键盘，很漂亮，之前也是比了很多品牌才选择**的，第一次买游戏本，希望不要让我失望，双十一买的第二天就收到了，物流给力！
5791,买之前看了很多型号、很多品牌的电脑，但是最后觉得这个电脑作为办公用品的性价比比较高，并且买回之后确实还是比较好用的，已经自动转好了办公系统，非常方便。
5792,用了还没两个月硬盘就坏了
5793,笔记本颜值高，超级喜欢。自带系统，装了一些常用软件，运行速度流畅。
5794,比想象当中的，要更时尚，更薄，更轻便，很非常的，时尚方便，运行，速度可以
5795,很快就到了，客服小姐姐也是很有耐心的为我解答，问了好多人了解了好多电脑，身为学生党还是选择了这一款，因为是制作专业所以会纠结好多问题，挺喜欢的虽然我是女生，但是红黑色搭配挺好，游戏本也能带起来，用一段时间以后再追评
5796,买了个系统激活不了的，然后找客服退货
5797,送货很快，第二天就到了！开关机速度都挺快的，机子还是有一定份量，感觉质感还是不错的，买的苍穹绿，感觉还不错，颜色比较特别。
5798,很好 轻薄时尚 窄边框看起来很不错 用起来杠杠的 吃鸡毫无压力新款就是给力
5799,质量有问题 已经是第二台了
5800,打算打算就不打女教练
5801,很好的产品，轻薄方便上档次，待机时间长，窄边显示器?养眼。
5802,挺好的/很满意，送货到的也快/**游戏本还是非常信得过的，用着也放心!
5803,刚回来的新机子，就有问题了
5804,古剑奇谭3都带不起来&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;
5805,电脑性能很好，系统是正版的win10，很轻，触摸板很灵敏。
5806,心仪已久的电脑终于到手了，**快递发货很快！电脑性能不错，鲁大师跑分也有23万。在六千的价位这电脑还行颜值也不错。后续追评看看这电脑如何。
5807,用了几天真不咋地
5808,答应的赠品未送
5809,不错不错，很好，非常好，**购物越来越方便，越来越快捷，五星好评哦，性能很好，速度很快，版型好看
5810,电脑收到了很好很漂亮，用了一周才来评论，客服小姐姐人也很好，有什么问题都解决了，还有什么用一段时间再追评
5811,键盘松了，体验差，
5812,我拿你当兄弟，你确给我这样。
5813,很满意的一次购物体验，第二天就送到了，开机注册很简单，跟着语音指示就可以完成，刚开机有很响的滋滋声，散热的地方就对着屏幕，不知道夏天屏幕会不会很烫，现在用下来没什么问题，用久了再来追评！
5814,还不错，速度快，体验还不错，卖家服务态度号，很热情周到，回复速度很快，用来学设计性价比比较高，挺喜欢的
5815,刚买一个月就换了主板，绝望。
5816,开机很快，很轻很静，非常好的电脑，?开心，昨天买昨天晚上就到了，赞一个
5817,性能非常强，绝地求生玩起来不比同配置台式机差，外观非常有科技感，这一代CPU超乎想象，速度非常，快好评必须的。强力推荐。
5818,才用一个月多一点点就这样了
5819,好评  昨天晚上买的  今天下午就到了  虽然还没有开机 但是很满意
5820,没办法提供个人纸质发票，客服还不理人
5821,外形外观：别人都用过了
5822,在**上买的第一台电脑，物流很快，飞行堡垒这款电脑也关注很久了，看了很多电脑最终买了这台，毕竟第八代i7芯，吃鸡什么的都没问题，真的很不错特别喜欢。
5823,刚刚到就可以体验了一下，目前还是非常不错的，晚上试一下游戏就知道好不好
5824,四千多的电脑刚到没几天就给我来这些？
5825,新品很漂亮 新的设计更给力  游戏性能很强劲 吃鸡毫无压力 给力 点赞
5826,买回来两天就成砖头了，666666
5827,拿到的时候开心炸了，非常流畅，主流游戏都可以玩，吃鸡能稳定78帧。用久了之后在评价。快递非常快，客服小姐姐也很温柔。
5828,第二次开机就黑屏了
5829,帅呆了，酷毙了，超薄，8g固态硬盘就是快，飞一般的感觉
5830,用几天再来评价
5831,算了算了，走售后吧
5832,外观满意 大气上档次 固态硬盘速度快 用起来很流畅  很满意 送货上门速度给力
5833,给女儿买的，今年上大一，本本速度很快，轻便，便于携带！
5834,七天保价期，第八天*，行，可以，
5835,收到机器使用过后挺好的，速度特别快，很满意，机器是窄边的，看起视野也阔些
5836,买来一个月没到就降了300，还一样东西没送
5837,配送速度很快，电脑非常流畅，外观也很好看，非常不错
5838,**卖家、说买电脑送随身充、我买了一个多礼拜却没收到。
5839,黑屏，买回来第二天
5840,屏幕很喜欢，开机很快，正在使用，风扇运行时声音很大，总体还可以。
5841,**上午订下午送到，服务就是好，15.6大屏看着就是舒服，外观漂亮，画质很好，性能不错，速度快，鲁大师跑分17万多，客服态度也很好
5842,我是小白鼠，小毛病很多
5843,都不送一个电脑包，拿多不好拿。
5844,外观很漂亮   全新的人工智能模式很喜欢，  玩起来也很流畅   包装也很好看，就是风扇有时声音很大，像台式机器
5845,电脑非常快，办公足够了！
5846,超出我的预期，很好看，又便于携带，不错，没买错
5847,果然买了就降价四百块
5848,快递服务好，物流很快，第一天晚上买的，第二天上午就到了，感觉都挺好的，质量好，外观大气，高端大气上档次！！！值得你拥有
5849,电脑启动确实很快，装了很多软件后大约20秒，用起来也非常爽，我主要是用于工作，不太玩游戏，当运行的程序比较多的时候，风扇声音会比较大
5850,产品有冇掳
5851,电脑收到三天后出现一次蓝屏
5852,&**
5853,新本本到了，跟了我5年的老**退休，真的很不错，运行速度飞快，外观也很耐看，办公娱乐很平衡，这款的性价比还是很高的。没有随机赠送电脑包有点遗憾。
5854,很适合女生的一款，新机USB接口有点紧需要力度适合才能插进去。快递也很速度。
5855,小毛病真多，不过客服售后还行
5856,开机鲁大师实测，买回来物流很快～电脑用起来很流畅～毕竟电脑小白，看上去很不错，用完一阵子再说～～
5857,电脑挺不错的，有一些小问题咨询过后基本上也都解决了，快递小哥送货上门很贴心
5858,很不错，好贵好，office不能激活
5859,声卡有问题，都没人解决我服了
5860,买来送给弟弟的，很喜欢，据说能满足现在主流游戏运行，开机很酷炫，智能化很高。后续客服还推荐了质保套餐。
5861,非常漂亮的一款电脑，颜值超级高。专用用了两天。感觉运行速度很快。信赖这个牌子的电脑，买电脑从来没有犹豫过，实打实的心里话，老实人从来不说假话，朋友也说非常好，有限的文字无法表达我内心的激动与喜悦之情。
5862,待机休眠后无法@了，只能强行关机重启
5863,外观很喜欢，简单试了一下 运行很快 先用段时间看看
5864,没有正版的office，只能自己买
5865,快递很快，笔记本颜值超高，超薄，喜欢。用了两天，没什么问题，听歌声音很大。确实好用
5866,笔记本收到为什么鲁大师检测电池损耗3.98%
5867,我用了，感觉很不错，开机很快，真的很薄很轻，外观挺好看的，而且送的鼠标很不错，物流也很快，还挺好的，比较喜欢，性价比很高，看了一下，这个配置里这台最划算
5868,刚买10多天就降价，有毒有毒！！！
5869,电脑除了硬盘，其它配置查得很
5870,研究了很久，决定入手了飞行堡垒7。电脑外观很漂亮，开机只要5-10秒，散热很快很安静，游戏电影办公全都很流畅，感觉性价比还是很高的。
5871,电脑小白一个，对配置要求不是很高，但是重量真的超级满意，太轻了，经常出差办公绝对舒服，开机秒速，很满意
5872,翻船了  没多么久就开始卡顿了
5873,键盘数字4已失灵，你们懂得，无限睡眠。
5874,物流超快，笔记本外观时尚酷炫，配置运行速度超快，玩吃鸡游戏一点都不卡。i7 8G 256T 1050ti显卡 提供参照
5875,物流很快，电脑屏幕上的字很清晰但是看视频又模糊，有时图片上的字也很模糊，不知道是什么原因
5876,连不上网，电脑底部不平
5877,外形很酷，跑分跑了24万，基本感觉还可以，还在使用中，有问题再追评。
5878,很喜欢。速度很快，也屏幕很清晰，播音效也很好。256g有点小，回来自己加了个固态硬盘。
5879,买完两天就*，生气！
5880,表面布满划痕 问客服也只能换机
5881,怎么说呢，很喜欢所以下单了，这个配置对于我这个大学党学软件也是绰绰有余了，很漂亮的外观
5882,电脑很不错，很薄，很轻，CPU在温度不高时主频很高，温度最到能到95度后主频降低到1.8G。平时正常使用温度不会过高，主频能到4.3G，速度很快
5883,到货没有几天就不停蓝屏死机
5884,电脑使用还可以，商家信誉不敢恭维！
5885,快递是真的快，早上下单，下午就到货，很快。  电脑也一样，目前感觉不错，挺流畅，用一段时间再来吧
5886,昨天拍的今天就到了，本本超喜欢，手感很好，快递给力，
5887,建议不要购买，没有想像的那么好的
5888,使个Solidworks都贼卡，舍友好几年前的电脑都比我的快。
5889,4799买进，原本想选13.3寸的电脑，哈哈买回来发现这个14寸的看起来也很小巧，轻便，学生党平常希望电脑可以随身走吧，用了一天，感觉还挺满意的，配置之类的我也不太懂，反正开机超快不超过10秒?
5890,太卡了
5891,电脑相当不错，比想象中的要小，电脑包刚好放下，挺不错的，刚刚到手就急着晒一波，如不及待的打开包装，第一眼看到飞行堡垒6的确比其他品牌的本本亮眼很多，超喜欢的屏幕边框和造型，键盘背光灯还可以切换颜色
5892,我刚买来就充不进电去这算什么事
5893,物流太快了，电脑超薄，使用流畅，颜色靓丽，很好的
5894,用过之后，以后都不会买这个牌子了
5895,售后客服不管的，卖了就不理人了
5896,**的物流速度绝对了，跑分30万，玩游戏配置基本够了，烧内存的游戏可以自己加一个，总体非常不错
5897,买一个星期就*
5898,才刚买的4天不到，开机就黑屏加蓝屏
5899,拿在手里比我想像中的要轻些，性能没的说，玩LOL最高特效两百多帧，性价比无敌，打算后面再买条内存加上，完美
5900,笔记本很好用，开机快，之前一直用**还有点不太适应WIN10系统！总的来说很不错！办公、家用足够了！玩游戏没有试过，不好评价！噪音很小！一直在**买东西，信赖**！
5901,618购买，619*多，618是傻子购物节？**商品这么玩儿？
5902,用一个多月  就出现死机了
5903,笔记本超薄非常有手感携带方便外观漂亮值得购买
5904,刚到，还没认真使用，外观还行，分量挺重的，下载几个应用没什么特别差或者特别好的感觉。
5905,非常卡
5906,新电脑还是不错的，用几天才知道，只能看出颜值很高
5907,第二天就收到货了，笔记本很满意，配置正好我使用，外观漂亮，质量很好，相信大品牌值得信赖！客服很热情，下次推荐朋友来购买！
5908,刚买完半个月就降了五百多，呵呵
5909,**的机器没得说，刚拿到手上，感觉重量非常轻，平模做的也很精致，外观也符合现代年轻人的声美观念，主要是我用来办公与看电影，不打高端游戏，所以对我而言十分的适合，因为学生狗吗，所以也不敢买更贵的机器。总而言之这款电脑，我个人十分喜欢。送上82个赞，剩下的666在一起奉上！！！
5910,质量存在问题，而且是退货的二次销售
5911,客服电话专员牛啊。。。。。
5912,电脑反应快，外观很好看，一般的中大型游戏都能流畅运行，一款既能办公又能玩游戏的游戏本，你值得拥有。
5913,笔记本体验超级好，很薄，手感也不错?
5914,买了没几天，出现了两次闪屏？怎么回事？
5915,东西不错，开机很快，尤其满足轻薄续航需求，买来送父母家庭用，足够用了。物流中出了点小问题，不过**很尽全力解决了，快递小哥态度好。希望**越来越好
5916,之前用的是飞行堡垒5代，特别喜欢**飞行堡垒的机器，6代相比更霸气些，平时做图足够了，谢谢朋友的推荐！
5917,散热散热不好，风扇噪声太大
5918,运行慢
5919,用了也有一段时间了，开机速度很快，打开软件也很快，到现在还没有什么卡顿的地方。电脑做的也很精致，很喜欢。也不用担心电脑放不平这样的问题，反正书桌上很平稳。值得买的电脑！！
5920,电脑速度快，质量很好，很喜欢，游戏办公都没问题，会推荐给朋友买的，好评，必须好评
5921,第一天就蓝屏 没啥好说的了
5922,看图说话
5923,本本收到啦，**的散热性真好，外观做工也非常漂亮，看电影打游戏非常给力，速度非常快，非常好的一款笔记本，物流的送货速度也非常快，服务很热情，赞赞赞
5924,电脑收到了，确实很轻薄的，体验效果还不错的，喜欢
5925,7100新品买的，两周后反手就降了700块。
5926,卡得厉害
5927,电脑达到预期， 用起来非常流畅，材质手感好，外观很炫，喜欢。
5928,**笔记本真是没得说的，屏幕效果超乎想象，手感很好，本子很薄。
5929,啥都不说了，看图？
5930,一个字：卡
5931,电脑挺不错，很满意，**快递小哥服务态度好，很满意的一次购物&hellip;&hellip;
5932,刚拿到手还不错，外观很漂亮，娱乐大师跑了一下，还不错。用几天再来评论
5933,客服都是机器人吗？
5934,用***的朋友趁早别考虑了，卡到你烦躁！
5935,电脑坏了急着买的，买好以后就不停的跌价，而且买的时候没有电脑包等优惠，跌价的时候还送电脑包，真的很郁闷！还好**有价格保护，不然觉得好亏！电脑使用的话，很不错，毕竟**电脑不会很差的！总体来说，好评吧！
5936,不充电打游戏会卡的，难喽！！！
5937,我和几个朋友都是游戏玩家 买了几个试用一下      用用比较流畅 性价比很高  **还是一如既往的给力 好评  后面用段时间在上传使用报告^_^
5938,看图说话
5939,很轻薄 质感也很不错 相对来说性价比比较高，女生来说很适合！
5940,很好，第一次在**上买东西很棒超级nice。买着自己喜欢，款式这些都很不错。对于我的专业来说已经是足够的空间了。**快递就是快。推荐大家买
5941,这次购物十分不开心
5942,电脑激活office显示秘钥已经被使用 这是新机器吗？
5943,外观漂亮，运行快，画面很清晰，赠送的包也不错，买东西还是比较信赖**！
5944,电脑性能不错 就是质量太差了
5945,刚买来无限重启  醉了
5946,凑了一个寒假的钱 ，买了一款自己关注很久的笔记本。拿回家第一时间试了 一下 。玩游戏还真不错 果断好评
5947,没用就好就有些卡了，有些难受
5948,不错(*?&acute;╰╯`?)?，超级信任**和**。这款电脑对于我这个电脑小白来说虽然有点懵，但是运行很快，15.6寸一点也不大，我这个准大一女同学觉得还是很不错的。
5949,刚买完，*
5950,初次试用感觉非常棒，昨天下的单今天就到了。送货速度没的说，包装很好，服务周到，还没测玩游戏怎么样。过几天再追评。
5951,买回来，装个微信cpu就到96度，咨询客服一个上午没人回复。呵呵
5952,第一次买**的电脑，确实很轻，拉丝工艺挺有质感，估计买个散热器会好一些，用着没啥问题，得学习操作使用，好多不会的。希望会有惊喜吧！
5953,刚买就降价，啥情况？机器还没打开，不知道怎么样，过段时间再评价
5954,物流很快，第二天就收到了，收到就迫不及待打开了，开机很快，运行起来也很流畅，办公游戏都没压力，性价比很高。满意的一次购物！
5955,服务态度差，质量差，服务效率低！
5956,昨天上午下的单，今天刚收到，正在体验，小巧大方很棒
5957,未收到笔记本，仅收到包。显示签收。
5958,机器分量很厚实，发货速度快，秒杀价格到手实惠多，配置很高，到手迫不及待运行喜爱的游戏，运行流畅很好！你很值得拥有！
5959,不行啊打个cf也掉帧不过这快递速度是真的快
5960,托很多人看了很多店最后还是**最便宜省心，宝贝秒开机速度惊人，散热非常好吵音可以无视，性价比超高
5961,注意有个别客服那赠品说事儿克扣保价金额。
5962,性能稳定，开机6秒。风扇声音很小。物有所值。
5963,昨天刚买，今天就减200，#？
5964,电脑很轻薄，出行很方便，不会带来麻烦，电脑外观设计也很时尚，符合年轻人要求，还送了电脑包，这是我第二个了，先用着看。
5965,一推二二推四这两家售后，去实体店最起码还有保障。。你联系他们也不主动帮你解决，花点钱去**买的密钥。。你怎么知道我没联系**售后，双11入单需要注意
5966,办公用绝对都用，**的客服也非常好，注册，分区，忙了一小时。说一下本吧，做工精致，漂亮。速度快，音质好，薄。
5967,我不太懂是我的室友给我选的 他说配置很好 买来就跑分二十多万性能很不错的 外观也挺好看的
5968,屏幕漏光，一个月降价500，呵呵了
5969,一星，同上。
5970,挺轻薄的，开机速度也很快，各方面也都不错，配得上这个价钱
5971,不得不说，完美，好看，等下载完游戏玩一会之后再来追评！！
5972,就这售后，自己卖的东西都不知道是怎么回事。佩服
5973,机器卡顿，性价比低，美帝良心名不虚传，**快倒闭吧
5974,用了一段时间来说说使用体验。总体满意。产品轻巧，颜值好，速度还好，待机时长不算很短。客服服务也比较方便
5975,开箱后真的很惊艳，窄边框的视觉效果很赞，而且256固态真的挺良心，跑大游戏那是相当快！五星推荐！
5976,谁能告诉我为什么我连英雄联盟都玩不了呢
5977,不太好用，价格波动也大，不满意的一次购物体验。包装和快递服务挺好。
5978,电脑很轻，用起来也很顺畅，最重要的是，颜值也很高
5979,包装很好。很密封，打开很难，要用剪刀剪开盒子，电脑很漂亮，觉得应该很好用
5980,换了两次都连不上网，费劲
5981,开机我已经等了两分钟了，现在还在转圈圈&hellip;&hellip;真的好辣鸡
5982,轻薄本 非常的好 买给父母用的 恰巧双十一购物狂欢节 **秒杀活动 性价比还是不错的 用段时间 再来追加评论
5983,孩子很喜欢！说大学四年应该够用了！但愿质量怎么棒棒哒！
5984,刚用了几天，电脑卡的要死
5985,正在用着突然间就变成这样，都好几次了，还发错嗡嗡声音&hellip;&hellip;
5986,才到，感觉还不错，看了很久了选择了这一款，希望大学能用久一点?? 第一次自己安装 跟着语音提示走就OK啦，还有很多都不懂的，客服小石帮了很多忙，啦啦
5987,下单一天就收到，非常开心，和想象中的一样漂亮，这是人生中第二个本本，买的是i7的，应该可以用几年吧?
5988,这个电脑不行，吃鸡都玩不了
5989,电脑是64位系统，自带装了32位的office....然后excel不停死机&hellip;&hellip;&hellip;。有病吧
5990,很好，很给力，速度比较快，屏幕清楚，。。。。。一写评语要花掉我大量时间和精力，所以我总忘记去评论 或想起随便写写，但这样似乎又对不住那些辛苦工作的客 服，仓管，老板。于是我写下一小段话，给我觉得能拿到我 五星好评的卖家的宝贝评价里面以示感谢和尊重！首先，宝 贝的性价比很高的，我每次都尽量先试用再评价，虽然宝贝 不一定是最好的，但在同等的价位里绝对是一流的！**的 配送绝对是最棒的！速度快配送人员服务好！希望**能再 接再励，越来越好！
5991,电脑很漂亮，这个设计超级炫酷，就是感觉显示屏与键盘连接的地方容易断，还送了个包 ，很不错?。
5992,有一点点的漏光
5993,期待了很久的游戏本，外观设计的很酷炫，运行快，散热也好，满意
5994,电脑很好，运行配置，颜色都很好，侄女很喜欢，学习用感觉很好用，值得拥有。
5995,**让我浮想联翩，到手让我后悔万千。还不如我用了6年的**速度快。卡卡卡卡卡----卡
5996,没有鼠标，没有电脑包，客服还玩失踪！
5997,物流同样很快，上午的订单在年中大促期间下午就到了。宝贝开机超级快 几秒钟的时间，总的来说好评，没有评价中说声音很大的情况，只是第一次开机时候声音比较大&hellip;&hellip;几天用下来跟OK
5998,给儿子买的，**快递超快，第二天就收到了！电脑刚用了两天，儿子非常满意，也很喜欢，一次不错的网购！用一段时间再看！
5999,这是正品电脑吗？摄像头晚上开着灯就能看到个人影，我以前的旧都比这个清楚
6000,真的爽，开机6秒钟，一点都不卡。就连打游戏都挺爽，而且很精致很好看啊，简直爱死了
6001,稀烂，本想十一期间有优惠，结果*。今天还白条，又变*，你抢钱啊。按预算本来可以买一台更好的。
6002,给儿子买的，儿子很喜欢，看看做工不错，但愿**质量没问题。
6003,59块钱就给这个破鼠标
6004,**物流特别给力，加入购物车好多天啦，早上下单，下午就收到！电脑不错，电脑包也不错，已经开始用了，对于一个不玩游戏的人来说，娱乐办公非常够用啦！好评！
6005,很不错，买家很满意。好评，反应够快，服务态度好
6006,蓝屏，风扇声音大，散热也不行
6007,包装保护：一般。外形外观：好看，很满意。画面品质：很高清，舒服。。跑分评测：没测过。。运行速度：很流畅。游戏效果：不怎么稳定，游戏经常掉线不知道怎么回事。
6008,自己还额外贴了膜，超级好看～而且电脑性能也很好～速度也很快～不易发热～好评&radic;
6009,太**了  昨天买的 *
6010,开机进行使用，很顺畅，屏幕边框很窄，感觉不错，暂时没发现问题
6011,刚到货，测试了下，直接死机，我想问问，怎么退货？
6012,没有翻船，神船大法好啊！！17.3寸的电脑比我的旧神船zx7   15.6寸的只大一点点，窄边框真的舒服，性能就不用说了，简直强力，144hz屏幕简直完美！！！！婆费科特！！！
6013,用了两天就故障了，后来换了，看后续使用情况咋样吧 **能尽点心吗
6014,重量还可以，不算重，比同事的神船轻多了，外观好看，总体很满意
6015,用了没几天，这是什么情况？请给一个合理的解释？
6016,很好，使用起来很好不卡顿，推荐使用这款笔记本，你能得到炫酷闪屏功能，还等什么兄弟们，开冲，开舔
6017,这个笔记本  一般般   不知道哪里来那么多好评   估计返现吧  ????
6018,学编程的，用着很舒服，打个游戏也没问题，特别流畅，运行很好 物流很快
6019,看个ppt都卡，我也是醉了
