,id,text,pos
1240,1240,材质外观好看。用了几个小时感觉还挺好的，一点都不卡。,"[(0, 3, 'A', '外观'), (4, 5, 'O', '外观'), (16, 18, 'O', '整体'), (20, 24, 'O', '硬件&性能')]"
1241,1241,体验极佳,"[(2, 3, 'O', '整体')]"
1242,1242,也太卡了吧。才用了3次。桌面都进不去。点个~点半天,"[(1, 3, 'O', '硬件&性能'), (12, 13, 'A', '硬件&性能'), (15, 17, 'O', '硬件&性能')]"
1243,1243,比上次在别的店铺买的还要便宜  性价比很高  外观简单大方,"[(16, 18, 'A', '价格'), (19, 20, 'O', '价格'), (23, 24, 'A', '外观'), (25, 28, 'O', '外观')]"
1244,1244,电脑运行速度很快，画面很清晰，外观时尚，反应灵敏，用来玩游戏也不卡，很棒,"[(2, 5, 'A', '硬件&性能'), (6, 7, 'O', '硬件&性能'), (9, 10, 'A', '硬件&性能'), (11, 13, 'O', '硬件&性能'), (15, 16, 'A', '外观'), (17, 18, 'O', '外观'), (20, 21, 'A', '硬件&性能'), (22, 23, 'O', '硬件&性能'), (27, 29, 'A', '使用场景'), (31, 32, 'O', '使用场景'), (34, 35, 'O', '整体')]"
1245,1245,电脑好用，打游戏很舒服，不过就是不适合办公，适合青少年使用。散热也好。,"[(2, 3, 'O', '整体'), (5, 7, 'A', '使用场景'), (8, 10, 'O', '使用场景'), (30, 31, 'A', '硬件&性能'), (32, 33, 'O', '硬件&性能')]"
1246,1246,默认差评 不解释 连续两天 卡死 关机都关不了,"[(2, 3, 'O', '整体'), (14, 15, 'O', '硬件&性能')]"
1247,1247,EMS物流挺快，装机方便，目前没什么太大问题。原始C盘占用空间不小,"[(3, 4, 'A', '物流'), (5, 6, 'O', '物流'), (8, 9, 'A', '硬件&性能')]"
1248,1248,第一次买电脑连鼠标都没，才买就降价100,"[(7, 8, 'A', '硬件&性能'), (15, 16, 'O', '价格')]"
1249,1249,电脑收到，外观轻便好看，运行速度快。,"[(5, 6, 'A', '外观'), (7, 10, 'O', '外观'), (12, 15, 'A', '硬件&性能'), (16, 16, 'O', '硬件&性能')]"
1250,1250,电脑不错，外观很满意,"[(2, 3, 'O', '整体'), (5, 6, 'A', '外观'), (7, 9, 'O', '外观')]"
1251,1251,电脑外观很不错，是我想要的，玩游戏一点不卡顿，画面真是，出门带着方便，,"[(2, 3, 'A', '外观'), (4, 6, 'O', '外观'), (14, 16, 'A', '使用场景'), (17, 21, 'O', '使用场景'), (23, 24, 'A', '硬件&性能'), (25, 26, 'O', '硬件&性能'), (28, 29, 'A', '使用场景'), (32, 33, 'O', '外观')]"
1252,1252,电脑小白，不知道这个电脑好不好。但是我要说的一点是价格这个问题，真的变换很大，如果要买，慎重啊,"[(12, 14, 'O', '整体'), (25, 26, 'A', '价格')]"
1253,1253,TOP上有严重踫划伤,[]
1254,1254,吱吱作响,"[(0, 3, 'O', '硬件&性能')]"
1255,1255,刚买完就降价，还不给找差价，购物第一次给差评，#。,"[(0, 5, 'O', '价格'), (20, 21, 'O', '整体')]"
1256,1256,电脑收到了，特意玩了好几天才来评论，整体还是比较新的，买给老公玩游戏用的，运行流畅一点也不卡,"[(37, 38, 'A', '硬件&性能'), (39, 40, 'O', '硬件&性能'), (41, 45, 'O', '硬件&性能')]"
1257,1257,太让我惊喜了，包装得很好。和卖家描述的一样，使用起来很流畅，一点儿也不卡顿，非常满意,"[(7, 8, 'A', '包装'), (10, 11, 'O', '包装'), (26, 28, 'O', '硬件&性能'), (30, 36, 'O', '硬件&性能'), (38, 41, 'O', '整体')]"
1258,1258,买电脑认准**，便宜实惠，性价比高，物流快,"[(8, 11, 'O', '价格'), (13, 15, 'A', '价格'), (16, 16, 'O', '价格'), (18, 19, 'A', '物流'), (20, 20, 'O', '物流')]"
1259,1259,宝贝性能很好，质量也有保证。,"[(2, 3, 'A', '硬件&性能'), (4, 5, 'O', '硬件&性能'), (7, 8, 'A', '整体'), (10, 12, 'O', '整体')]"
1260,1260,键盘挺差,"[(0, 1, 'A', '硬件&性能'), (2, 3, 'O', '硬件&性能')]"
1261,1261,挺好的，，，，，，,"[(0, 2, 'O', '整体')]"
1262,1262,简单好用，满意。,"[(0, 3, 'O', '整体'), (5, 6, 'O', '整体')]"
1263,1263,速度蛮快的  但是没用几次合上电脑就有条缝  关不上,"[(0, 1, 'A', '硬件&性能'), (2, 4, 'O', '硬件&性能'), (18, 20, 'O', '外观')]"
1264,1264,买来送人的，说是挺好用的！,"[(8, 11, 'O', '整体')]"
1265,1265,娃娃用着说还可以，很愉快的一次购物,"[(5, 7, 'O', '整体')]"
1266,1266,电脑用的不错，就是经常莫名死机，客服说是静电保护死机，重新装系统也不行。说和环境有关，我也是醉了，别人电脑从没有这毛病！,"[(4, 5, 'O', '整体'), (9, 14, 'O', '硬件&性能')]"
1267,1267,买的6200多，现在5800多，降价太严重！,"[(16, 20, 'O', '价格')]"
1268,1268,还是很不错的，还是挺喜欢，服务还是挺到位的！,"[(2, 4, 'O', '整体'), (9, 11, 'O', '整体'), (13, 14, 'A', '服务'), (17, 20, 'O', '服务')]"
1269,1269,用了几次就开不了机了黑屏不太清楚啥原因,"[(5, 8, 'O', '硬件&性能'), (10, 11, 'O', '硬件&性能')]"
1270,1270,实物看上去真的很新，机子试过没问题，运行比较畅顺，很满意。,"[(5, 8, 'O', '外观'), (18, 19, 'A', '硬件&性能'), (20, 23, 'O', '硬件&性能'), (25, 27, 'O', '整体')]"
1271,1271,性能非常好，很满意，推荐,"[(0, 1, 'A', '硬件&性能'), (2, 4, 'O', '硬件&性能'), (6, 8, 'O', '整体')]"
1272,1272,电脑质量现在用着感觉还可以，服务质量我只能呵呵了。,"[(2, 3, 'A', '整体'), (10, 12, 'O', '整体'), (14, 17, 'A', '服务')]"
1273,1273,挺好的  不错的选择,"[(0, 2, 'O', '整体')]"
1274,1274,显示效果很好,"[(0, 3, 'A', '硬件&性能'), (4, 5, 'O', '硬件&性能')]"
1275,1275,电脑性能：软件运行好不卡顿，外观漂亮大气，很喜欢 ,"[(9, 12, 'O', '硬件&性能'), (14, 15, 'A', '外观'), (16, 19, 'O', '外观'), (21, 23, 'O', '整体')]"
1276,1276,宝贝收到特别惊喜，特别清晰，价格也特别便宜，很满意的一次购物。,"[(9, 12, 'O', '硬件&性能'), (14, 15, 'A', '价格'), (17, 20, 'O', '价格')]"
1277,1277,@后下载不了软件到桌面！不知道怎么了！就是载不了东西！,[]
1278,1278,很不错速度很快,"[(0, 2, 'O', '整体'), (3, 4, 'A', '硬件&性能'), (5, 6, 'O', '硬件&性能')]"
1279,1279,买了三四天触控鼠标失灵了？？？,"[(5, 8, 'A', '硬件&性能'), (9, 11, 'O', '硬件&性能')]"
1280,1280,质量特别好，做工精细，,"[(0, 1, 'A', '整体'), (2, 4, 'O', '整体'), (6, 7, 'A', '外观'), (8, 9, 'O', '外观')]"
1281,1281,一买就降价400，跟客服申请价保却只退300多，用了红包不给退，霸王条款。看来plus会员也不过如此。,"[(0, 4, 'O', '价格')]"
1282,1282,充电快。速度也很快 特别薄 喜欢,"[(0, 1, 'A', '硬件&性能'), (2, 2, 'O', '硬件&性能'), (4, 5, 'A', '硬件&性能'), (7, 8, 'O', '硬件&性能'), (10, 12, 'O', '外观'), (14, 15, 'O', '整体')]"
1283,1283,笔记本电脑收到了，屏幕高清屏，畅玩多种大型游戏。满意满意,"[(9, 10, 'A', '硬件&性能'), (11, 13, 'O', '硬件&性能'), (24, 25, 'O', '整体'), (26, 27, 'O', '整体')]"
1284,1284,其他特色：都很好 ,"[(6, 7, 'O', '整体')]"
1285,1285,做工痕垃圾，觉得不值这个价,"[(0, 1, 'A', '外观'), (2, 4, 'O', '外观'), (8, 12, 'O', '价格')]"
1286,1286,手提电脑刚刚好，出差和在家都方便！而且电池很耐用,"[(4, 6, 'O', '整体'), (8, 9, 'A', '使用场景'), (11, 12, 'A', '使用场景'), (14, 15, 'O', '使用场景'), (19, 20, 'A', '硬件&性能'), (21, 23, 'O', '硬件&性能')]"
1287,1287,包装完好 正品,"[(0, 1, 'A', '包装'), (2, 3, 'O', '包装')]"
1288,1288,宝贝收到质量很好的，屏幕尺寸刚好合适，画面清晰，运行速度快,"[(4, 5, 'A', '整体'), (6, 7, 'O', '整体'), (10, 13, 'A', '硬件&性能'), (14, 17, 'O', '硬件&性能'), (19, 20, 'A', '硬件&性能'), (21, 22, 'O', '硬件&性能'), (24, 27, 'A', '硬件&性能'), (28, 28, 'O', '硬件&性能')]"
1289,1289,无缘无故就蓝屏了！,"[(5, 6, 'O', '硬件&性能')]"
1290,1290,跟不错，玩游戏一点也不卡，收货也快。可以开好多软件！,"[(1, 2, 'O', '整体'), (4, 6, 'A', '使用场景'), (7, 11, 'O', '使用场景'), (13, 14, 'A', '物流'), (15, 16, 'O', '物流')]"
1291,1291,货己收到！产品质量不错！本人很满意！支持一下！,"[(7, 8, 'A', '整体'), (9, 10, 'O', '整体'), (14, 16, 'O', '整体')]"
1292,1292,给弟弟买的，他说很喜欢，用起非常好用，早就想买了。,"[(8, 10, 'O', '整体'), (14, 17, 'O', '整体')]"
1293,1293,颜值很高，运行速度很快，不错的！但是，价格太不厚道了，刚买了就降200！不开心！！！,"[(0, 1, 'A', '外观'), (2, 3, 'O', '外观'), (5, 8, 'A', '硬件&性能'), (9, 10, 'O', '硬件&性能'), (12, 13, 'O', '整体'), (19, 20, 'A', '价格'), (27, 31, 'O', '价格')]"
1294,1294,笔记本电脑收到了，物流很快，包装很好！笔记本电脑款式时尚，功能好，开机速度快，画面清晰逼真！玩游戏一点不卡多！五星好评！,"[(9, 10, 'A', '物流'), (11, 12, 'O', '物流'), (14, 15, 'A', '包装'), (16, 17, 'O', '包装'), (24, 25, 'A', '外观'), (26, 27, 'O', '外观'), (29, 30, 'A', '硬件&性能'), (31, 31, 'O', '整体'), (33, 36, 'A', '硬件&性能'), (37, 37, 'O', '硬件&性能'), (39, 40, 'A', '硬件&性能'), (41, 44, 'O', '硬件&性能'), (46, 48, 'A', '使用场景'), (49, 53, 'O', '使用场景'), (55, 58, 'O', '整体')]"
1295,1295,开机快，质量好,"[(0, 1, 'A', '硬件&性能'), (2, 2, 'O', '硬件&性能'), (4, 5, 'A', '整体'), (6, 6, 'O', '整体')]"
1296,1296,宝贝收到了，网络很快，质量很好！,"[(6, 7, 'A', '硬件&性能'), (8, 9, 'O', '硬件&性能'), (11, 12, 'A', '整体'), (13, 14, 'O', '整体')]"
1297,1297,物流非常快，电脑收到了，运行速度挺快的，性价比高，非常满意。,"[(0, 1, 'A', '物流'), (2, 4, 'O', '物流'), (12, 15, 'A', '硬件&性能'), (16, 18, 'O', '硬件&性能'), (20, 22, 'A', '价格'), (23, 23, 'O', '价格'), (25, 28, 'O', '整体')]"
1298,1298,一般吧，该是不成熟，有卡死的情况，**的还是做得好一些，就是外观丑了,"[(0, 1, 'O', '整体'), (11, 12, 'O', '硬件&性能'), (30, 31, 'A', '外观'), (32, 33, 'O', '外观')]"
1299,1299,客服不理人。,"[(0, 1, 'A', '服务'), (2, 4, 'O', '服务')]"
1300,1300,运行速度快，画面清晰，好评,"[(0, 3, 'A', '硬件&性能'), (4, 4, 'O', '硬件&性能'), (6, 7, 'A', '硬件&性能'), (8, 9, 'O', '硬件&性能'), (11, 12, 'O', '整体')]"
1301,1301,质量超级好的！尤其售后服务。相信我，客服任何问题都能给你解决！,"[(0, 1, 'A', '整体'), (2, 4, 'O', '整体'), (9, 12, 'A', '服务'), (18, 19, 'A', '服务')]"
1302,1302,用来玩游戏的，买了高配的，外观和新的相差无几，其实外观无所谓啦。比老的台式机流畅，性价比挺好,"[(13, 14, 'A', '外观'), (18, 21, 'O', '外观'), (25, 26, 'A', '外观'), (27, 29, 'O', '外观'), (38, 39, 'O', '硬件&性能'), (41, 43, 'A', '价格'), (44, 45, 'O', '价格')]"
1303,1303,风扇太大声，速度一般。,"[(0, 1, 'A', '硬件&性能'), (2, 4, 'O', '硬件&性能'), (6, 7, 'A', '硬件&性能'), (8, 9, 'O', '硬件&性能')]"
1304,1304,质量很好，屏幕清晰，玩游戏一点都不卡,"[(0, 1, 'A', '整体'), (2, 3, 'O', '整体'), (5, 6, 'A', '硬件&性能'), (7, 8, 'O', '硬件&性能'), (10, 12, 'A', '使用场景'), (13, 17, 'O', '使用场景')]"
1305,1305,刚收到货，外观好看，还没开始用,"[(5, 6, 'A', '外观'), (7, 8, 'O', '外观')]"
1306,1306,没有一点点精致的感觉，很糟啊。,"[(11, 12, 'O', '整体')]"
1307,1307,电脑很不错，值得购买。,"[(2, 4, 'O', '整体')]"
1308,1308,电脑性能好，不卡顿外观整体很好看，功能很多，值得在回购！,"[(2, 3, 'A', '硬件&性能'), (4, 4, 'O', '硬件&性能'), (6, 8, 'O', '硬件&性能'), (9, 10, 'A', '外观'), (13, 15, 'O', '外观'), (17, 18, 'A', '整体'), (19, 20, 'O', '整体')]"
1309,1309,特别好看，轻便，网速超快，一点也不卡，酷酷的感觉，手感超好,"[(0, 3, 'O', '外观'), (5, 6, 'O', '外观'), (8, 9, 'A', '硬件&性能'), (10, 11, 'O', '硬件&性能'), (13, 17, 'O', '硬件&性能'), (19, 23, 'O', '外观'), (25, 26, 'A', '外观'), (27, 28, 'O', '外观')]"
1310,1310,不错，电脑性能可以,"[(0, 1, 'O', '整体'), (5, 6, 'A', '硬件&性能'), (7, 8, 'O', '硬件&性能')]"
1311,1311,价格变化太大，买没几天降价三百，价保也没啥用，已经过了时间了，真心坑。,"[(0, 1, 'A', '价格'), (2, 5, 'O', '价格'), (11, 12, 'O', '价格'), (16, 17, 'A', '价格'), (19, 21, 'O', '价格')]"
1312,1312,宝贝收到了，外观好看，网速也很流畅！很满意的一次购物！,"[(6, 7, 'A', '外观'), (8, 9, 'O', '外观'), (11, 12, 'A', '硬件&性能'), (14, 16, 'O', '硬件&性能')]"
1313,1313,电脑收到了，外观超薄，大小正是我需要的，携带方便，最主要的是运行速度很快，非常流畅，一点儿也不卡顿，物超所值，值得购买,"[(6, 7, 'A', '外观'), (8, 9, 'O', '外观'), (11, 12, 'A', '外观'), (20, 21, 'A', '外观'), (22, 23, 'O', '外观'), (30, 33, 'A', '硬件&性能'), (34, 35, 'O', '硬件&性能'), (37, 40, 'O', '硬件&性能'), (42, 48, 'O', '硬件&性能'), (50, 53, 'O', '价格')]"
1314,1314,本来买到符合自己的笔记本是开心的谁知道我预定完他就大幅度降价对**无感了,"[(25, 29, 'O', '价格')]"
1315,1315,宝贝很不错，很不错，良心商家，以后还在他们家买,"[(2, 4, 'O', '整体'), (6, 8, 'O', '整体')]"
1316,1316,电脑以收到，一点都不卡，非常好，物流很快,"[(6, 10, 'O', '硬件&性能'), (12, 14, 'O', '整体'), (16, 17, 'A', '物流'), (18, 19, 'O', '物流')]"
1317,1317,垃圾电脑，无良客服，真的太无良了，电脑太垃圾不让退。,"[(0, 1, 'O', '整体'), (5, 6, 'O', '服务'), (7, 8, 'A', '服务'), (19, 21, 'O', '整体')]"
1318,1318,物流配送有些失望，电脑还不错,"[(0, 1, 'A', '物流'), (2, 3, 'A', '物流'), (4, 7, 'O', '物流'), (11, 13, 'O', '整体')]"
1319,1319,刚买回来就降价了？,"[(5, 6, 'O', '价格')]"
1320,1320,性价比超高，很值,"[(0, 2, 'A', '价格'), (3, 4, 'O', '价格'), (6, 7, 'O', '价格')]"
1321,1321,买了不久降价五百块，电脑的话也不怎么好，裸机发烫耗电快机声大刚买不久有时候还有点卡,"[(4, 5, 'O', '价格'), (15, 18, 'O', '整体'), (22, 25, 'A', '硬件&性能'), (26, 26, 'O', '硬件&性能'), (27, 28, 'A', '硬件&性能'), (29, 29, 'O', '硬件&性能'), (38, 40, 'O', '硬件&性能')]"
1322,1322,宝贝收到啦！电脑速度流畅，画面清晰，价格公道，值得购买！,"[(8, 9, 'A', '硬件&性能'), (10, 11, 'O', '硬件&性能'), (13, 14, 'A', '硬件&性能'), (15, 16, 'O', '硬件&性能'), (18, 19, 'A', '价格'), (20, 21, 'O', '价格')]"
1323,1323,屏幕上面大概小红点对应的位置有痕迹，擦不掉的。显示效果感觉差了点。日常使用不玩游戏，暂时感觉还行。,"[(0, 1, 'A', '硬件&性能'), (14, 16, 'O', '外观'), (23, 26, 'A', '硬件&性能'), (29, 31, 'O', '硬件&性能'), (46, 47, 'O', '整体')]"
1324,1324,电脑真不错，玩游戏一点都不卡，画面非常清晰，性价比超高的,"[(2, 4, 'O', '整体'), (6, 8, 'A', '使用场景'), (9, 13, 'O', '使用场景'), (15, 16, 'A', '硬件&性能'), (17, 20, 'O', '硬件&性能'), (22, 24, 'A', '价格'), (25, 26, 'O', '价格')]"
1325,1325,垃圾低脑，这3很后悔买，英雄联盟都玩不了，老闪退，劝各位撸友慎重慎重慎重,"[(12, 15, 'A', '使用场景'), (17, 19, 'O', '使用场景'), (21, 23, 'O', '硬件&性能')]"
1326,1326,嗯，还可以,"[(2, 4, 'O', '整体')]"
1327,1327,刚买，目前感觉触摸板非常不好用，其他还好,"[(7, 9, 'A', '硬件&性能'), (10, 14, 'O', '硬件&性能'), (18, 19, 'O', '整体')]"
1328,1328,外观还是挺不错的性能还行  主要是2k屏幕  电池耗的很快，看半个小时视频差不多就掉了20%,"[(0, 1, 'A', '外观'), (4, 7, 'O', '外观'), (8, 9, 'A', '硬件&性能'), (10, 11, 'O', '硬件&性能'), (23, 24, 'A', '硬件&性能'), (27, 28, 'O', '硬件&性能'), (35, 36, 'A', '使用场景'), (41, 42, 'O', '使用场景')]"
1329,1329,买来Office不能用，经常性死机，程序响应时间长，客服售后推来推去,"[(8, 10, 'O', '整体'), (12, 16, 'O', '硬件&性能'), (18, 23, 'A', '硬件&性能'), (24, 24, 'O', '硬件&性能'), (26, 29, 'A', '服务'), (30, 33, 'O', '服务')]"
1330,1330,还不错，很炫酷，但是我是小白，不适合神船,"[(0, 2, 'O', '整体'), (4, 6, 'O', '外观')]"
1331,1331,笔记本电脑收到了，轻巧超薄，外观好看，款式也很好看，携带也方便，物流也很快，值得,"[(9, 12, 'O', '外观'), (14, 15, 'A', '外观'), (16, 17, 'O', '外观'), (19, 20, 'A', '外观'), (22, 24, 'O', '外观'), (26, 27, 'A', '外观'), (29, 30, 'O', '外观'), (32, 33, 'A', '物流'), (35, 36, 'O', '物流')]"
1332,1332,一般般，买了就降价，还不让价保，最主要的是，没有图片看起来好,"[(0, 2, 'O', '整体'), (4, 8, 'O', '价格'), (11, 14, 'O', '价格')]"
1333,1333,差评，才买就降价，包装也是破损,"[(0, 1, 'O', '整体'), (3, 7, 'O', '价格'), (9, 10, 'A', '包装'), (13, 14, 'O', '包装')]"
1334,1334,好就完事了,[]
1335,1335,nice!,"[(0, 3, 'O', '整体')]"
1336,1336,用过了感觉还行，这个价格也是值得的,"[(5, 6, 'O', '整体'), (10, 11, 'A', '价格'), (14, 16, 'O', '价格')]"
1337,1337,不错，颜值真的超级高，小巧轻便适合女生，喜欢，功能吧，满足基本办公用就OK了，也不打游戏，主要看颜值嘿嘿嘿,"[(0, 1, 'O', '整体'), (3, 4, 'A', '外观'), (5, 9, 'O', '外观'), (11, 14, 'O', '外观'), (20, 21, 'O', '整体')]"
1338,1338,非常非常满意，擎天柱大哥特别耐心给我解答问题！一会打把联盟试试手。,"[(0, 5, 'O', '整体'), (12, 15, 'O', '服务')]"
1339,1339,电脑帮助同事买的，已经收到了，感谢客服美女细心解答,"[(17, 20, 'A', '服务'), (21, 22, 'O', '服务')]"
1340,1340,货己收到了质量很好，屏幕清晰，声音洪亮。,"[(5, 6, 'A', '整体'), (7, 8, 'O', '整体'), (10, 11, 'A', '硬件&性能'), (12, 13, 'O', '硬件&性能'), (15, 16, 'A', '硬件&性能'), (17, 18, 'O', '硬件&性能')]"
1341,1341,电脑性能：挺好的 ,"[(2, 3, 'A', '硬件&性能'), (5, 7, 'O', '硬件&性能')]"
1342,1342,外观可以，质感也不错。显示效果也行，总体来说性价比高,"[(0, 1, 'A', '外观'), (2, 3, 'O', '外观'), (5, 6, 'A', '外观'), (8, 9, 'O', '外观'), (11, 14, 'A', '硬件&性能'), (15, 16, 'O', '硬件&性能'), (22, 24, 'A', '价格'), (25, 25, 'O', '价格')]"
1343,1343,非常好，分辨率清晰，开机速度很快，很喜欢，物有所值,"[(0, 2, 'O', '整体'), (4, 6, 'A', '硬件&性能'), (7, 8, 'O', '硬件&性能'), (10, 13, 'A', '硬件&性能'), (14, 15, 'O', '硬件&性能'), (17, 19, 'O', '整体'), (21, 24, 'O', '价格')]"
1344,1344,很好用很漂亮很不错666,"[(0, 2, 'O', '整体'), (3, 5, 'O', '外观'), (6, 8, 'O', '整体')]"
1345,1345,东西还是很不错的！！ 值得信赖,"[(4, 6, 'O', '整体')]"
1346,1346,开机都开不了，才买20天,"[(0, 1, 'A', '硬件&性能'), (3, 5, 'O', '硬件&性能')]"
1347,1347,物流服务巨差劲?这么贵重的东西，随意放在地上很多天都没人管，最后还是自己去取的，用户体验简直差到极致！！！！,"[(0, 3, 'A', '物流'), (4, 6, 'O', '服务')]"
1348,1348,电脑一般，有脱漆。,"[(2, 3, 'O', '整体'), (5, 7, 'O', '外观')]"
1349,1349,宝贝收到了，很满意。,"[(6, 8, 'O', '整体')]"
1350,1350,物流太慢，本来着急用，京内四天才给我送过来，客服贼差，不解决问题，无语！质量不知道，拿出来用一用才知道！,"[(0, 1, 'A', '物流'), (2, 3, 'O', '物流'), (22, 23, 'A', '服务'), (24, 25, 'O', '服务'), (27, 31, 'O', '服务'), (36, 37, 'A', '整体'), (38, 40, 'O', '整体')]"
1351,1351,做工样子什么的都挺好，只是很多时候那个风扇无故就开始响了。,"[(0, 3, 'A', '外观'), (8, 9, 'O', '外观'), (19, 20, 'A', '硬件&性能'), (24, 26, 'O', '硬件&性能')]"
1352,1352,电脑不错，很好用处理器很快，我在他家买两台了老板人好。,"[(2, 3, 'O', '整体'), (5, 7, 'O', '整体'), (8, 10, 'A', '硬件&性能'), (11, 12, 'O', '硬件&性能'), (25, 25, 'O', '服务')]"
1353,1353,收到后使用了一个星期才来评论，和全新一模一样，好评！,"[(23, 24, 'O', '整体')]"
1354,1354,一般般，没有任何配件送，只告诉你早买早享受，后买享优惠,"[(0, 2, 'O', '整体')]"
1355,1355,笔记本收到了 包装完好 非常好用 之前还担心这么便宜能不能用,"[(7, 8, 'A', '包装'), (9, 10, 'O', '包装'), (12, 15, 'O', '整体'), (22, 25, 'O', '价格')]"
1356,1356,显卡效果：游戏画面好，上网也快速，不卡 ,"[(5, 8, 'A', '硬件&性能'), (9, 9, 'O', '硬件&性能'), (11, 12, 'A', '使用场景'), (14, 15, 'O', '使用场景'), (17, 18, 'O', '硬件&性能')]"
1357,1357,还行吧，续航能力不错。办公没问题。打游戏的话，散热不行。此外系统也有点小问题，自带浏览器会闪退。,"[(0, 1, 'O', '整体'), (4, 7, 'A', '硬件&性能'), (8, 9, 'O', '硬件&性能'), (11, 12, 'A', '使用场景'), (13, 15, 'O', '使用场景'), (17, 19, 'A', '使用场景'), (23, 24, 'A', '硬件&性能'), (25, 26, 'O', '硬件&性能'), (30, 31, 'A', '软件&性能'), (33, 37, 'O', '软件&性能')]"
1358,1358,东西收到，包装很好，网络也不卡，很满意,"[(5, 6, 'A', '包装'), (7, 8, 'O', '包装'), (10, 11, 'A', '硬件&性能'), (13, 14, 'O', '硬件&性能'), (16, 18, 'O', '整体')]"
1359,1359,孩子说笔记本用着挺好。,"[(8, 9, 'O', '整体')]"
1360,1360,怎么说这个电脑，非常卡，用大概30分钟，就开始发热，声音很大，,"[(8, 10, 'O', '硬件&性能'), (21, 24, 'O', '硬件&性能'), (26, 27, 'A', '硬件&性能'), (28, 29, 'O', '硬件&性能')]"
1361,1361,外观和做工还行，运行还好，就是风扇声音太大,"[(0, 1, 'A', '外观'), (3, 4, 'A', '外观'), (5, 6, 'O', '外观'), (8, 9, 'A', '硬件&性能'), (10, 11, 'O', '硬件&性能'), (15, 18, 'A', '硬件&性能'), (19, 20, 'O', '硬件&性能')]"
1362,1362,电脑拿到，试用了很不错，也不卡，店家服务态度好，满意,"[(8, 10, 'O', '整体'), (13, 14, 'O', '硬件&性能'), (16, 21, 'A', '服务'), (22, 22, 'O', '服务'), (24, 25, 'O', '整体')]"
1363,1363,喇叭有噪音。,"[(0, 1, 'A', '硬件&性能'), (2, 4, 'O', '硬件&性能')]"
1364,1364,运行速度挺快的，拿来办公用真的不卡，价格实惠，很满意,"[(0, 3, 'A', '硬件&性能'), (4, 6, 'O', '硬件&性能'), (10, 11, 'A', '使用场景'), (13, 16, 'O', '使用场景'), (18, 19, 'A', '价格'), (20, 21, 'O', '价格'), (23, 25, 'O', '整体')]"
1365,1365,宝贝已收到了很不错耶，质量很好价格合适，值得购买赞,"[(6, 8, 'O', '整体'), (11, 12, 'A', '整体'), (13, 14, 'O', '整体'), (15, 16, 'A', '价格'), (17, 18, 'O', '价格')]"
1366,1366,电脑收到了，运行流畅不卡顿。外观非常喜欢,"[(6, 7, 'A', '硬件&性能'), (8, 12, 'O', '硬件&性能'), (14, 15, 'A', '外观'), (16, 19, 'O', '外观')]"
1367,1367,一般般还好 够用就这样样样样样样样样样样,"[(0, 2, 'O', '整体'), (3, 4, 'O', '整体'), (6, 7, 'O', '整体')]"
1368,1368,电脑收到货了，外观好看，质量很好！玩游戏一点也不卡。操作非常灵敏！值得推荐,"[(7, 8, 'A', '外观'), (9, 10, 'O', '外观'), (12, 13, 'A', '整体'), (14, 15, 'O', '整体'), (17, 19, 'A', '使用场景'), (20, 24, 'O', '使用场景'), (26, 27, 'A', '使用场景'), (28, 31, 'O', '使用场景')]"
1369,1369,其他还好就是风扇声音大的不得了，太吵了,"[(2, 3, 'O', '整体'), (6, 9, 'A', '硬件&性能'), (10, 14, 'O', '硬件&性能')]"
1370,1370,屏幕显示，跟隔了雾看东西一样。能把人的眼睛看费。,"[(0, 3, 'A', '硬件&性能')]"
1371,1371,屏幕瑕疵，刚开始以为脏了，擦了半天怎么都擦不掉，原来是屏幕问题，美帝良心想名不虚传，真让人#,"[(0, 1, 'A', '硬件&性能'), (2, 3, 'O', '硬件&性能'), (27, 28, 'A', '硬件&性能'), (29, 30, 'O', '硬件&性能')]"
1372,1372,笔记本收到了，质量很好，屏幕大小刚好，显卡清晰，按键灵敏，运行顺畅！,"[(7, 8, 'A', '整体'), (9, 10, 'O', '整体'), (12, 15, 'A', '硬件&性能'), (16, 17, 'O', '硬件&性能'), (19, 20, 'A', '硬件&性能'), (21, 22, 'O', '硬件&性能'), (24, 25, 'A', '硬件&性能'), (26, 27, 'O', '硬件&性能'), (29, 30, 'A', '硬件&性能'), (31, 32, 'O', '硬件&性能')]"
1373,1373,买来用了三次，每次都动不动重启，气死我了?,[]
1374,1374,电脑漂亮，看着很上档次，包装也好，携带也方便，特适合女孩子用。,"[(2, 3, 'O', '外观'), (7, 10, 'O', '外观'), (12, 13, 'A', '包装'), (14, 15, 'O', '包装'), (17, 18, 'A', '外观'), (20, 21, 'O', '外观')]"
1375,1375,笔记本电脑外观漂亮，轻薄款，携带方便，性能好，反应灵敏，挺满意的。,"[(5, 6, 'A', '外观'), (7, 8, 'O', '外观'), (10, 12, 'O', '外观'), (14, 15, 'A', '外观'), (16, 17, 'O', '外观'), (19, 20, 'A', '硬件&性能'), (21, 21, 'O', '硬件&性能'), (23, 24, 'A', '硬件&性能'), (25, 26, 'O', '硬件&性能'), (28, 31, 'O', '整体')]"
1376,1376,黑屏？？？？,"[(0, 1, 'O', '硬件&性能')]"
1377,1377,没售后。不建议大家买，买了一星期就死机，良心话,"[(17, 18, 'O', '硬件&性能')]"
